cod_ccaa;comunidad autonoma;cod_prov;provincia;tipo;anio;valor
1; Andalucía;4; Almería;Vivienda libre;2011;9.411
1; Andalucía;4; Almería;Vivienda protegida;2011;473
1; Andalucía;11; Cádiz;Vivienda nueva;2011;5.204
1; Andalucía;11; Cádiz;Vivienda usada;2011;3.938
1; Andalucía;11; Cádiz;Vivienda libre;2011;7.323
1; Andalucía;11; Cádiz;Vivienda protegida;2011;1.819
1; Andalucía;14; Córdoba;Vivienda nueva;2011;2.023
1; Andalucía;14; Córdoba;Vivienda usada;2011;2.499
1; Andalucía;14; Córdoba;Vivienda libre;2011;3.861
1; Andalucía;14; Córdoba;Vivienda protegida;2011;661
1; Andalucía;18; Granada;Vivienda nueva;2011;4.846
1; Andalucía;18; Granada;Vivienda usada;2011;3.197
1; Andalucía;18; Granada;Vivienda libre;2011;7.179
1; Andalucía;18; Granada;Vivienda protegida;2011;864
1; Andalucía;21; Huelva;Vivienda nueva;2011;3.208
1; Andalucía;21; Huelva;Vivienda usada;2011;1.465
1; Andalucía;21; Huelva;Vivienda libre;2011;4.058
1; Andalucía;21; Huelva;Vivienda protegida;2011;615
1; Andalucía;23; Jaén;Vivienda nueva;2011;1.514
1; Andalucía;23; Jaén;Vivienda usada;2011;2.478
1; Andalucía;23; Jaén;Vivienda libre;2011;3.431
1; Andalucía;23; Jaén;Vivienda protegida;2011;561
1; Andalucía;29; Málaga;Vivienda nueva;2011;9.637
1; Andalucía;29; Málaga;Vivienda usada;2011;9.574
1; Andalucía;29; Málaga;Vivienda libre;2011;17.292
1; Andalucía;29; Málaga;Vivienda protegida;2011;1.919
1; Andalucía;41; Sevilla;Vivienda nueva;2011;5.096
1; Andalucía;41; Sevilla;Vivienda usada;2011;8.190
1; Andalucía;41; Sevilla;Vivienda libre;2011;11.300
1; Andalucía;41; Sevilla;Vivienda protegida;2011;1.986
1; Andalucía;;;Vivienda nueva;2012;33.449
1; Andalucía;;;Vivienda usada;2012;29.494
1; Andalucía;;;Vivienda libre;2012;55.360
1; Andalucía;;;Vivienda protegida;2012;7.583
1; Andalucía;4; Almería;Vivienda nueva;2012;5.046
1; Andalucía;4; Almería;Vivienda usada;2012;2.415
1; Andalucía;4; Almería;Vivienda libre;2012;7.067
1; Andalucía;4; Almería;Vivienda protegida;2012;394
1; Andalucía;11; Cádiz;Vivienda nueva;2012;4.599
1; Andalucía;11; Cádiz;Vivienda usada;2012;3.442
1; Andalucía;11; Cádiz;Vivienda libre;2012;6.592
1; Andalucía;11; Cádiz;Vivienda protegida;2012;1.449
1; Andalucía;14; Córdoba;Vivienda nueva;2012;1.623
1; Andalucía;14; Córdoba;Vivienda usada;2012;2.317
1; Andalucía;14; Córdoba;Vivienda libre;2012;3.178
1; Andalucía;14; Córdoba;Vivienda protegida;2012;762
1; Andalucía;18; Granada;Vivienda nueva;2012;3.922
1; Andalucía;18; Granada;Vivienda usada;2012;2.575
1; Andalucía;18; Granada;Vivienda libre;2012;5.945
1; Andalucía;18; Granada;Vivienda protegida;2012;552
1; Andalucía;21; Huelva;Vivienda nueva;2012;2.700
1; Andalucía;21; Huelva;Vivienda usada;2012;1.278
1; Andalucía;21; Huelva;Vivienda libre;2012;3.373
1; Andalucía;21; Huelva;Vivienda protegida;2012;605
1; Andalucía;23; Jaén;Vivienda nueva;2012;1.430
1; Andalucía;23; Jaén;Vivienda usada;2012;2.039
1; Andalucía;23; Jaén;Vivienda libre;2012;2.760
1; Andalucía;23; Jaén;Vivienda protegida;2012;709
1; Andalucía;29; Málaga;Vivienda nueva;2012;9.064
1; Andalucía;29; Málaga;Vivienda usada;2012;8.758
1; Andalucía;29; Málaga;Vivienda libre;2012;16.596
1; Andalucía;29; Málaga;Vivienda protegida;2012;1.226
1; Andalucía;41; Sevilla;Vivienda nueva;2012;5.065
1; Andalucía;41; Sevilla;Vivienda usada;2012;6.670
1; Andalucía;41; Sevilla;Vivienda libre;2012;9.849
1; Andalucía;41; Sevilla;Vivienda protegida;2012;1.886
1; Andalucía;;;Vivienda nueva;2013;32.113
1; Andalucía;;;Vivienda usada;2013;32.018
1; Andalucía;;;Vivienda libre;2013;57.940
1; Andalucía;;;Vivienda protegida;2013;6.191
1; Andalucía;4; Almería;Vivienda nueva;2013;5.713
1; Andalucía;4; Almería;Vivienda usada;2013;2.496
1; Andalucía;4; Almería;Vivienda libre;2013;7.856
1; Andalucía;4; Almería;Vivienda protegida;2013;353
1; Andalucía;11; Cádiz;Vivienda nueva;2013;3.689
1; Andalucía;11; Cádiz;Vivienda usada;2013;3.470
1; Andalucía;11; Cádiz;Vivienda libre;2013;5.886
1; Andalucía;11; Cádiz;Vivienda protegida;2013;1.273
1; Andalucía;14; Córdoba;Vivienda nueva;2013;1.678
1; Andalucía;14; Córdoba;Vivienda usada;2013;2.303
1; Andalucía;14; Córdoba;Vivienda libre;2013;3.437
1; Andalucía;14; Córdoba;Vivienda protegida;2013;544
1; Andalucía;18; Granada;Vivienda nueva;2013;3.793
1; Andalucía;18; Granada;Vivienda usada;2013;2.606
1; Andalucía;18; Granada;Vivienda libre;2013;6.032
1; Andalucía;18; Granada;Vivienda protegida;2013;367
1; Andalucía;21; Huelva;Vivienda nueva;2013;2.314
1; Andalucía;21; Huelva;Vivienda usada;2013;1.405
1; Andalucía;21; Huelva;Vivienda libre;2013;3.375
1; Andalucía;21; Huelva;Vivienda protegida;2013;344
1; Andalucía;23; Jaén;Vivienda nueva;2013;910
1; Andalucía;23; Jaén;Vivienda usada;2013;1.857
1; Andalucía;23; Jaén;Vivienda libre;2013;2.424
1; Andalucía;23; Jaén;Vivienda protegida;2013;343
1; Andalucía;29; Málaga;Vivienda nueva;2013;9.375
1; Andalucía;29; Málaga;Vivienda usada;2013;10.165
1; Andalucía;29; Málaga;Vivienda libre;2013;18.308
1; Andalucía;29; Málaga;Vivienda protegida;2013;1.232
1; Andalucía;41; Sevilla;Vivienda nueva;2013;4.641
1; Andalucía;41; Sevilla;Vivienda usada;2013;7.716
1; Andalucía;41; Sevilla;Vivienda libre;2013;10.622
1; Andalucía;41; Sevilla;Vivienda protegida;2013;1.735
1; Andalucía;;;Vivienda nueva;2014;25.634
1; Andalucía;;;Vivienda usada;2014;38.335
1; Andalucía;;;Vivienda libre;2014;58.387
1; Andalucía;;;Vivienda protegida;2014;5.582
1; Andalucía;4; Almería;Vivienda nueva;2014;4.151
1; Andalucía;4; Almería;Vivienda usada;2014;2.678
1; Andalucía;4; Almería;Vivienda libre;2014;6.569
1; Andalucía;4; Almería;Vivienda protegida;2014;260
1; Andalucía;11; Cádiz;Vivienda nueva;2014;3.338
1; Andalucía;11; Cádiz;Vivienda usada;2014;4.439
1; Andalucía;11; Cádiz;Vivienda libre;2014;6.681
1; Andalucía;11; Cádiz;Vivienda protegida;2014;1.096
1; Andalucía;14; Córdoba;Vivienda nueva;2014;1.124
1; Andalucía;14; Córdoba;Vivienda usada;2014;2.631
1; Andalucía;14; Córdoba;Vivienda libre;2014;3.371
1; Andalucía;14; Córdoba;Vivienda protegida;2014;384
1; Andalucía;18; Granada;Vivienda nueva;2014;3.147
1; Andalucía;18; Granada;Vivienda usada;2014;3.036
1; Andalucía;18; Granada;Vivienda libre;2014;5.648
1; Andalucía;18; Granada;Vivienda protegida;2014;535
1; Andalucía;21; Huelva;Vivienda nueva;2014;1.881
1; Andalucía;21; Huelva;Vivienda usada;2014;1.680
1; Andalucía;21; Huelva;Vivienda libre;2014;3.324
1; Andalucía;21; Huelva;Vivienda protegida;2014;237
1; Andalucía;23; Jaén;Vivienda nueva;2014;654
1; Andalucía;23; Jaén;Vivienda usada;2014;2.024
1; Andalucía;23; Jaén;Vivienda libre;2014;2.322
1; Andalucía;23; Jaén;Vivienda protegida;2014;356
1; Andalucía;29; Málaga;Vivienda nueva;2014;8.401
1; Andalucía;29; Málaga;Vivienda usada;2014;13.835
1; Andalucía;29; Málaga;Vivienda libre;2014;21.085
1; Andalucía;29; Málaga;Vivienda protegida;2014;1.151
1; Andalucía;41; Sevilla;Vivienda nueva;2014;2.938
1; Andalucía;41; Sevilla;Vivienda usada;2014;8.012
1; Andalucía;41; Sevilla;Vivienda libre;2014;9.387
1; Andalucía;41; Sevilla;Vivienda protegida;2014;1.563
1; Andalucía;;;Vivienda nueva;2015;16.422
1; Andalucía;;;Vivienda usada;2015;54.285
1; Andalucía;;;Vivienda libre;2015;63.967
1; Andalucía;;;Vivienda protegida;2015;6.740
1; Andalucía;4; Almería;Vivienda nueva;2015;2.448
1; Andalucía;4; Almería;Vivienda usada;2015;4.857
1; Andalucía;4; Almería;Vivienda libre;2015;7.049
1; Andalucía;4; Almería;Vivienda protegida;2015;256
1; Andalucía;11; Cádiz;Vivienda nueva;2015;2.701
1; Andalucía;11; Cádiz;Vivienda usada;2015;6.375
1; Andalucía;11; Cádiz;Vivienda libre;2015;7.756
1; Andalucía;11; Cádiz;Vivienda protegida;2015;1.320
1; Andalucía;14; Córdoba;Vivienda nueva;2015;881
1; Andalucía;14; Córdoba;Vivienda usada;2015;3.564
1; Andalucía;14; Córdoba;Vivienda libre;2015;3.877
1; Andalucía;14; Córdoba;Vivienda protegida;2015;568
1; Andalucía;18; Granada;Vivienda nueva;2015;1.932
1; Andalucía;18; Granada;Vivienda usada;2015;4.997
1; Andalucía;18; Granada;Vivienda libre;2015;6.409
1; Andalucía;18; Granada;Vivienda protegida;2015;520
1; Andalucía;21; Huelva;Vivienda nueva;2015;958
1; Andalucía;21; Huelva;Vivienda usada;2015;2.615
1; Andalucía;21; Huelva;Vivienda libre;2015;3.215
1; Andalucía;21; Huelva;Vivienda protegida;2015;358
1; Andalucía;23; Jaén;Vivienda nueva;2015;594
1; Andalucía;23; Jaén;Vivienda usada;2015;2.686
1; Andalucía;23; Jaén;Vivienda libre;2015;2.828
1; Andalucía;23; Jaén;Vivienda protegida;2015;452
1; Andalucía;29; Málaga;Vivienda nueva;2015;5.200
1; Andalucía;29; Málaga;Vivienda usada;2015;19.353
1; Andalucía;29; Málaga;Vivienda libre;2015;23.112
1; Andalucía;29; Málaga;Vivienda protegida;2015;1.441
1; Andalucía;41; Sevilla;Vivienda nueva;2015;1.708
1; Andalucía;41; Sevilla;Vivienda usada;2015;9.838
1; Andalucía;41; Sevilla;Vivienda libre;2015;9.721
1; Andalucía;41; Sevilla;Vivienda protegida;2015;1.825
1; Andalucía;;;Vivienda nueva;2016;14.709
1; Andalucía;;;Vivienda usada;2016;64.643
1; Andalucía;;;Vivienda libre;2016;71.689
1; Andalucía;;;Vivienda protegida;2016;7.663
1; Andalucía;4; Almería;Vivienda nueva;2016;2.170
1; Andalucía;4; Almería;Vivienda usada;2016;7.139
1; Andalucía;4; Almería;Vivienda libre;2016;8.963
1; Andalucía;4; Almería;Vivienda protegida;2016;346
1; Andalucía;11; Cádiz;Vivienda nueva;2016;2.876
1; Andalucía;11; Cádiz;Vivienda usada;2016;7.441
1; Andalucía;11; Cádiz;Vivienda libre;2016;8.630
1; Andalucía;11; Cádiz;Vivienda protegida;2016;1.687
1; Andalucía;14; Córdoba;Vivienda nueva;2016;685
1; Andalucía;14; Córdoba;Vivienda usada;2016;4.111
1; Andalucía;14; Córdoba;Vivienda libre;2016;4.217
1; Andalucía;14; Córdoba;Vivienda protegida;2016;579
1; Andalucía;18; Granada;Vivienda nueva;2016;1.403
1; Andalucía;18; Granada;Vivienda usada;2016;6.042
1; Andalucía;18; Granada;Vivienda libre;2016;6.868
1; Andalucía;18; Granada;Vivienda protegida;2016;577
1; Andalucía;21; Huelva;Vivienda nueva;2016;898
1; Andalucía;21; Huelva;Vivienda usada;2016;3.096
1; Andalucía;21; Huelva;Vivienda libre;2016;3.582
1; Andalucía;21; Huelva;Vivienda protegida;2016;412
1; Andalucía;23; Jaén;Vivienda nueva;2016;465
1; Andalucía;23; Jaén;Vivienda usada;2016;3.298
1; Andalucía;23; Jaén;Vivienda libre;2016;3.282
1; Andalucía;23; Jaén;Vivienda protegida;2016;481
1; Andalucía;29; Málaga;Vivienda nueva;2016;4.726
1; Andalucía;29; Málaga;Vivienda usada;2016;21.922
1; Andalucía;29; Málaga;Vivienda libre;2016;24.988
1; Andalucía;29; Málaga;Vivienda protegida;2016;1.660
1; Andalucía;41; Sevilla;Vivienda nueva;2016;1.486
1; Andalucía;41; Sevilla;Vivienda usada;2016;11.594
1; Andalucía;41; Sevilla;Vivienda libre;2016;11.159
1; Andalucía;41; Sevilla;Vivienda protegida;2016;1.921
1; Andalucía;;;Vivienda nueva;2017;16.492
1; Andalucía;;;Vivienda usada;2017;73.115
1; Andalucía;;;Vivienda libre;2017;80.945
1; Andalucía;;;Vivienda protegida;2017;8.662
1; Andalucía;4; Almería;Vivienda nueva;2017;2.337
1; Andalucía;4; Almería;Vivienda usada;2017;6.564
1; Andalucía;4; Almería;Vivienda libre;2017;8.484
1; Andalucía;4; Almería;Vivienda protegida;2017;417
1; Andalucía;11; Cádiz;Vivienda nueva;2017;2.714
1; Andalucía;11; Cádiz;Vivienda usada;2017;8.161
1; Andalucía;11; Cádiz;Vivienda libre;2017;9.143
1; Andalucía;11; Cádiz;Vivienda protegida;2017;1.732
1; Andalucía;14; Córdoba;Vivienda nueva;2017;777
1; Andalucía;14; Córdoba;Vivienda usada;2017;4.859
1; Andalucía;14; Córdoba;Vivienda libre;2017;4.966
1; Andalucía;14; Córdoba;Vivienda protegida;2017;670
1; Andalucía;18; Granada;Vivienda nueva;2017;1.708
1; Andalucía;18; Granada;Vivienda usada;2017;7.463
1; Andalucía;18; Granada;Vivienda libre;2017;8.492
1; Andalucía;18; Granada;Vivienda protegida;2017;679
1; Andalucía;21; Huelva;Vivienda nueva;2017;1.120
1; Andalucía;21; Huelva;Vivienda usada;2017;3.813
1; Andalucía;21; Huelva;Vivienda libre;2017;4.406
1; Andalucía;21; Huelva;Vivienda protegida;2017;527
1; Andalucía;23; Jaén;Vivienda nueva;2017;591
1; Andalucía;23; Jaén;Vivienda usada;2017;3.827
1; Andalucía;23; Jaén;Vivienda libre;2017;3.826
1; Andalucía;23; Jaén;Vivienda protegida;2017;592
1; Andalucía;29; Málaga;Vivienda nueva;2017;5.633
1; Andalucía;29; Málaga;Vivienda usada;2017;25.236
1; Andalucía;29; Málaga;Vivienda libre;2017;28.940
1; Andalucía;29; Málaga;Vivienda protegida;2017;1.929
1; Andalucía;41; Sevilla;Vivienda nueva;2017;1.612
1; Andalucía;41; Sevilla;Vivienda usada;2017;13.192
1; Andalucía;41; Sevilla;Vivienda libre;2017;12.688
1; Andalucía;41; Sevilla;Vivienda protegida;2017;2.116
1; Andalucía;;;Vivienda nueva;2018;18.141
1; Andalucía;;;Vivienda usada;2018;83.271
1; Andalucía;;;Vivienda libre;2018;91.351
1; Andalucía;;;Vivienda protegida;2018;10.061
1; Andalucía;4; Almería;Vivienda nueva;2018;2.344
1; Andalucía;4; Almería;Vivienda usada;2018;8.219
1; Andalucía;4; Almería;Vivienda libre;2018;10.072
1; Andalucía;4; Almería;Vivienda protegida;2018;491
1; Andalucía;11; Cádiz;Vivienda nueva;2018;3.136
1; Andalucía;11; Cádiz;Vivienda usada;2018;10.304
1; Andalucía;11; Cádiz;Vivienda libre;2018;11.260
1; Andalucía;11; Cádiz;Vivienda protegida;2018;2.180
1; Andalucía;14; Córdoba;Vivienda nueva;2018;968
1; Andalucía;14; Córdoba;Vivienda usada;2018;5.560
1; Andalucía;14; Córdoba;Vivienda libre;2018;5.656
1; Andalucía;14; Córdoba;Vivienda protegida;2018;872
1; Andalucía;18; Granada;Vivienda nueva;2018;1.843
1; Andalucía;18; Granada;Vivienda usada;2018;8.427
1; Andalucía;18; Granada;Vivienda libre;2018;9.469
1; Andalucía;18; Granada;Vivienda protegida;2018;801
1; Andalucía;21; Huelva;Vivienda nueva;2018;1.381
1; Andalucía;21; Huelva;Vivienda usada;2018;4.139
1; Andalucía;21; Huelva;Vivienda libre;2018;4.911
1; Andalucía;21; Huelva;Vivienda protegida;2018;609
1; Andalucía;23; Jaén;Vivienda nueva;2018;616
1; Andalucía;23; Jaén;Vivienda usada;2018;4.103
1; Andalucía;23; Jaén;Vivienda libre;2018;4.135
1; Andalucía;23; Jaén;Vivienda protegida;2018;584
1; Andalucía;29; Málaga;Vivienda nueva;2018;6.010
1; Andalucía;29; Málaga;Vivienda usada;2018;26.626
1; Andalucía;29; Málaga;Vivienda libre;2018;30.628
1; Andalucía;29; Málaga;Vivienda protegida;2018;2.008
1; Andalucía;41; Sevilla;Vivienda nueva;2018;1.843
1; Andalucía;41; Sevilla;Vivienda usada;2018;15.893
1; Andalucía;41; Sevilla;Vivienda libre;2018;15.220
1; Andalucía;41; Sevilla;Vivienda protegida;2018;2.516
1; Andalucía;;;Vivienda nueva;2019;18.737
1; Andalucía;;;Vivienda usada;2019;81.367
1; Andalucía;;;Vivienda libre;2019;89.958
1; Andalucía;;;Vivienda protegida;2019;10.146
1; Andalucía;4; Almería;Vivienda nueva;2019;2.636
1; Andalucía;4; Almería;Vivienda usada;2019;8.110
1; Andalucía;4; Almería;Vivienda libre;2019;10.157
1; Andalucía;4; Almería;Vivienda protegida;2019;589
1; Andalucía;11; Cádiz;Vivienda nueva;2019;3.466
1; Andalucía;11; Cádiz;Vivienda usada;2019;10.195
1; Andalucía;11; Cádiz;Vivienda libre;2019;11.397
1; Andalucía;11; Cádiz;Vivienda protegida;2019;2.264
1; Andalucía;14; Córdoba;Vivienda nueva;2019;1.129
1; Andalucía;14; Córdoba;Vivienda usada;2019;5.501
1; Andalucía;14; Córdoba;Vivienda libre;2019;5.721
1; Andalucía;14; Córdoba;Vivienda protegida;2019;909
1; Andalucía;18; Granada;Vivienda nueva;2019;2.056
1; Andalucía;18; Granada;Vivienda usada;2019;8.341
1; Andalucía;18; Granada;Vivienda libre;2019;9.569
1; Andalucía;18; Granada;Vivienda protegida;2019;828
1; Andalucía;21; Huelva;Vivienda nueva;2019;1.210
1; Andalucía;21; Huelva;Vivienda usada;2019;4.451
1; Andalucía;21; Huelva;Vivienda libre;2019;5.106
1; Andalucía;21; Huelva;Vivienda protegida;2019;555
1; Andalucía;23; Jaén;Vivienda nueva;2019;472
1; Andalucía;23; Jaén;Vivienda usada;2019;4.279
1; Andalucía;23; Jaén;Vivienda libre;2019;4.180
1; Andalucía;23; Jaén;Vivienda protegida;2019;571
1; Andalucía;29; Málaga;Vivienda nueva;2019;5.577
1; Andalucía;29; Málaga;Vivienda usada;2019;24.275
1; Andalucía;29; Málaga;Vivienda libre;2019;28.092
1; Andalucía;29; Málaga;Vivienda protegida;2019;1.760
1; Andalucía;41; Sevilla;Vivienda nueva;2019;2.191
1; Andalucía;41; Sevilla;Vivienda usada;2019;16.215
1; Andalucía;41; Sevilla;Vivienda libre;2019;15.736
1; Andalucía;41; Sevilla;Vivienda protegida;2019;2.670
